"household","dtxsid","total.used","dir.derm.exp","dir.derm.max","dir.derm.abs","dir.inhal.exp","dir.inhal.max","dir.inhal.mass","dir.inhal.abs","dir.ingest.exp","dir.ingest.abs","dir.release","ind.derm.exp","ind.derm.pr.exp","ind.derm.ar.exp","ind.derm.max","ind.derm.abs","ind.inhal.exp","ind.inhal.pr.exp","ind.inhal.ar.exp","ind.inhal.amb.in","ind.inhal.amb.out","ind.inhal.max","ind.inhal.mass","ind.inhal.abs","ind.ingest.exp","ind.ingest.abs","out.sur","out.air","drain","waste","food.ing","food.abs"
35,"DTXSID7021360",2484.16,0.0341230769230769,7.20060904338961e-05,2.29117654120326e-05,0.00710892662051006,0.186872112696869,0.22606386653222,0.0361702186451552,0,0,6.82461538461538,0.00305429909017107,0.00305429909017107,0,6.00103724190389e-07,2.05079331855964e-06,0.00179483638061351,0.00179483638061351,0,0,0,0.0175166966558147,0.0464992800770622,0.00743988481232995,2.65511751096184e-10,2.6543035156558e-10,0,4.4314763072124,0,0.0683385314114004,0,0
35,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"DTXSID8020913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"DTXSID3020205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"DTXSID7021360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"DTXSID8020913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"DTXSID3020205",8281.632,0.146872144615168,0.000273148337762657,0.0489593306915085,0.000333724247897297,0.0219669109082127,0.0106079273813849,0.00169726838102159,1.35569877986585e-07,1.35504913714473e-07,22.7517362637363,3.82309953350387,3.82309953350387,0,0.000368284668081543,1.4653416195863,0.00111449790654245,0.00111449790654245,0,0,0,0.0014735247338388,0.0290747469099903,0.00465195950559845,0.000132978633091502,0.000132914910528396,0,0.0777811636416196,0.0642790758108262,2.54120164634052,0,0
37,"DTXSID7021360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"DTXSID8020913",14027.657111832,0.19268759769,0.00032395117277873,0.000839381172159969,0.00315671386497946,0.126342254247489,0.159098378794965,0.0254557406071944,0,0,38.537519538,0.884109877053467,0.884109877053467,0,8.94886449137173e-05,0.00385133832347153,0.00288654755956496,0.00288654755956496,0,0,0,0.00440926243091618,0.0701592280927054,0.0112254764948329,6.5532869270846e-08,6.55140297505223e-08,0,1.90218019487415,0,3.95369164127703,0,0
38,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"DTXSID3020205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"DTXSID7021360",324055.404,0,0,0,0.157084788797402,7.48914368521582,7.91707335538905,1.26673173686225,0,0,149.309703296703,0.103829345017987,0.103829345017987,0,1.55975724563153e-05,6.91391685357948e-05,0.0686341760636849,0.0686341760636849,0,0,0,0.910888726007476,1.77481804310223,0.283970886896357,4.95749477461133e-08,4.95597492569331e-08,0,519.388217555152,0,8.9353683896107,0,0
38,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"DTXSID8020913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"DTXSID3020205",5851.008,0.115836125541795,0.000235922903436291,0.0329369689135744,0.000206063267539355,0.0158961373194328,0.00654799129386014,0.00104767860701762,1.60770890957127e-06,1.60693850510805e-06,16.0741978021978,2.34062371446307,2.34062371446307,0,0.000454370492646343,0.894360071356017,0.00158532941922807,0.00158532941922807,0,0,0,0.00382309885220737,0.0411303077326182,0.00658084923721891,0.000705493790821887,0.000705155722430288,0,0.0332689692110524,0.0688440885597997,1.75264856801645,0,0
39,"DTXSID7021360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"DTXSID8020462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"DTXSID8020913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"DTXSID2021781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"DTXSID3020205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
